Gene stable ID	Amborella trichopoda gene stable ID	% identity	Amborella trichopoda % identity	Orthology confidence [0 low, 1 high]
OS01G0204000	AMTR_s00130p00054840	38	37	1
OS01G0205100	AMTR_s00130p00019780	45	43	1
OS01G0205600	AMTR_s00170p00034360	38	39	1
OS01G0205700	AMTR_s00170p00028260	78	51	1
OS01G0205900	AMTR_s00170p00037010	59	61	0
OS01G0206300	AMTR_s00130p00109330	53	57	0
OS01G0206700	AMTR_s00130p00110630	69	70	1
OS01G0206800	AMTR_s00130p00117400	47	44	1
OS01G0207200	AMTR_s00021p00030140	52	52	0
OS01G0207400	AMTR_s00021p00030140	32	13	0
OS01G0207600	AMTR_s00021p00030140	35	35	0
OS01G0208400	AMTR_s00021p00030140	41	41	0
OS01G0208600	AMTR_s00021p00061660	22	26	1
OS01G0208700	AMTR_s00021p00059810	71	74	1
OS01G0209000	AMTR_s00021p00042680	69	69	1
OS01G0209400	AMTR_s00058p00219700	59	64	1
OS01G0209500	AMTR_s00023p00245540	53	4	1
OS01G0210400	AMTR_s00096p00166410	49	55	1
OS01G0210500	AMTR_s00059p00076320	58	55	1
OS01G0210600	AMTR_s00141p00112420	50	58	1
OS01G0210700	AMTR_s00141p00107890	56	42	1
OS01G0210800	AMTR_s00141p00056360	21	7	1
OS01G0210900	AMTR_s00141p00052250	56	57	1
OS01G0211000	AMTR_s00141p00052250	56	58	1
OS01G0211200	AMTR_s00141p00052250	58	58	1
OS01G0211600	AMTR_s00141p00052250	63	48	1
OS01G0211800	AMTR_s00021p00170620	24	38	1
OS01G0212100	AMTR_s00021p00166450	72	73	1
OS01G0212400	AMTR_s00021p00164610	58	59	1
OS01G0214200	AMTR_s00021p00148410	55	53	1
OS01G0214300	AMTR_s00021p00136760	40	11	0
OS01G0214400	AMTR_s00021p00135720	52	35	1
OS01G0214500	AMTR_s00021p00135390	68	68	0
OS01G0214600	AMTR_s00016p00145970	4	4	1
OS01G0214600	AMTR_s00023p00212280	5	5	1
OS01G0214600	AMTR_s00023p00217880	5	5	1
OS01G0215100	AMTR_s00086p00117060	50	13	1
OS01G0215700	AMTR_s00038p00165200	47	24	1
OS01G0217000	AMTR_s00021p00120690	46	51	1
OS01G0217000	AMTR_s00021p00122990	44	41	1
OS01G0217500	AMTR_s00021p00099040	53	48	1
OS01G0217800	AMTR_s00021p00099040	55	55	1
OS01G0218100	AMTR_s00021p00102740	30	30	1
OS01G0218200	AMTR_s00021p00076440	53	53	1
OS01G0218500	AMTR_s00066p00045830	49	77	1
OS01G0218500	AMTR_s00066p00047030	19	73	1
OS01G0218700	AMTR_s00071p00199450	58	61	1
OS01G0218800	AMTR_s00021p00246740	50	39	1
OS01G0218900	AMTR_s00021p00246740	40	13	1
OS01G0219000	AMTR_s00053p00036280	30	28	1
OS01G0219000	AMTR_s00068p00204290	13	29	1
OS01G0219100	AMTR_s00021p00248650	66	63	1
OS01G0219200	AMTR_s00021p00249390	31	43	1
OS01G0219500	AMTR_s00089p00027750	28	30	1
OS01G0219500	AMTR_s00092p00019210	28	31	1
OS01G0219500	AMTR_s00092p00019850	28	32	1
OS01G0219500	AMTR_s00092p00020690	29	32	1
OS01G0219500	AMTR_s00092p00021420	28	32	1
OS01G0219500	AMTR_s00162p00083730	21	31	1
OS01G0219600	AMTR_s00159p00033510	58	60	0
OS01G0220100	AMTR_s00159p00033510	61	62	0
OS01G0220200	AMTR_s00159p00086290	54	17	1
OS01G0220300	AMTR_s00095p00137540	38	57	1
OS01G0220500	AMTR_s00107p00154700	23	26	1
OS01G0220700	AMTR_s00015p00257420	40	20	1
OS01G0220700	AMTR_s00021p00241520	45	22	1
OS01G0221300	AMTR_s00097p00145190	26	17	1
OS01G0221400	AMTR_s00047p00088970	48	31	0
OS01G0221600	AMTR_s00125p00116990	59	60	1
OS01G0221700	AMTR_s00054p00088810	41	35	1
OS01G0221700	AMTR_s00233p00020450	39	42	1
OS01G0221900	AMTR_s00014p00071640	40	13	1
OS01G0222300	AMTR_s00075p00055430	29	11	1
OS01G0222500	AMTR_s00075p00111600	53	60	1
OS01G0222700	AMTR_s00061p00028660	35	28	0
OS01G0223600	AMTR_s00077p00144650	23	29	1
OS01G0223800	AMTR_s00024p00153080	33	34	1
OS01G0223800	AMTR_s00024p00153540	19	53	1
OS01G0223800	AMTR_s00072p00040840	28	39	1
OS01G0223800	AMTR_s00072p00045010	37	38	1
OS01G0223800	AMTR_s00072p00048160	28	45	1
OS01G0223900	AMTR_s00024p00153080	33	34	1
OS01G0223900	AMTR_s00024p00153540	20	54	1
OS01G0223900	AMTR_s00072p00040840	29	39	1
OS01G0223900	AMTR_s00072p00045010	38	38	1
OS01G0223900	AMTR_s00072p00048160	27	44	1
OS01G0224000	AMTR_s00024p00153080	35	36	1
OS01G0224000	AMTR_s00024p00153540	20	54	1
OS01G0224000	AMTR_s00072p00040840	29	39	1
OS01G0224000	AMTR_s00072p00045010	40	40	1
OS01G0224000	AMTR_s00072p00048160	28	45	1
OS01G0224200	AMTR_s00097p00149320	39	34	1
OS01G0224300	AMTR_s00097p00147570	40	30	1
OS01G0224500	AMTR_s00002p00091570	26	39	1
OS01G0224500	AMTR_s00017p00143410	15	29	1
OS01G0224700	AMTR_s00218p00027210	53	54	1
OS01G0225000	AMTR_s00218p00018110	57	65	1
OS01G0225100	AMTR_s00029p00245320	6	7	1
OS01G0225200	AMTR_s00143p00058740	48	12	1
OS01G0225300	AMTR_s00053p00021770	50	27	1
OS01G0225400	AMTR_s00061p00198380	25	13	1
OS01G0225400	AMTR_s00061p00199120	38	49	1
OS01G0225400	AMTR_s00061p00199330	28	13	1
OS01G0225500	AMTR_s00061p00198380	42	63	1
OS01G0225500	AMTR_s00061p00199120	10	37	1
OS01G0225500	AMTR_s00061p00199330	44	58	1
OS01G0225600	AMTR_s00053p00221470	67	67	1
OS01G0226200	AMTR_s00075p00125620	30	32	1
OS01G0226300	AMTR_s00017p00194840	72	44	1
OS01G0226400	AMTR_s00075p00158590	62	69	1
OS01G0226500	AMTR_s00025p00188170	46	49	1
OS01G0226700	AMTR_s00059p00120360	22	13	0
OS01G0226700	AMTR_s00109p00024120	25	21	0
OS01G0226700	AMTR_s00109p00026640	24	21	0
OS01G0227100	AMTR_s00109p00036750	68	66	1
OS01G0227200	AMTR_s00109p00039350	52	66	1
OS01G0227300	AMTR_s00109p00039990	91	91	1
OS01G0227400	AMTR_s00166p00059170	44	44	1
OS01G0227400	AMTR_s00174p00029080	46	45	1
OS01G0227400	AMTR_s00181p00023620	44	42	1
OS01G0227400	AMTR_s00181p00040740	39	41	1
OS01G0227400	AMTR_s00181p00053240	44	43	1
OS01G0227400	AMTR_s02359p00000360	41	33	1
OS01G0227400	AMTR_s05343p00003150	36	42	1
OS01G0227500	AMTR_s00039p00169050	23	34	1
OS01G0227500	AMTR_s00039p00169550	30	41	1
OS01G0227500	AMTR_s00039p00170160	35	38	1
OS01G0227500	AMTR_s00039p00170480	37	42	1
OS01G0227500	AMTR_s00039p00174690	37	40	1
OS01G0227500	AMTR_s00039p00175330	39	43	1
OS01G0227700	AMTR_s00039p00169050	25	36	1
OS01G0227700	AMTR_s00039p00169550	32	41	1
OS01G0227700	AMTR_s00039p00170160	38	40	1
OS01G0227700	AMTR_s00039p00170480	40	43	1
OS01G0227700	AMTR_s00039p00174690	41	42	1
OS01G0227700	AMTR_s00039p00175330	42	44	1
OS01G0227800	AMTR_s00039p00169050	26	37	1
OS01G0227800	AMTR_s00039p00169550	31	40	1
OS01G0227800	AMTR_s00039p00170160	39	41	1
OS01G0227800	AMTR_s00039p00170480	40	44	1
OS01G0227800	AMTR_s00039p00174690	40	42	1
OS01G0227800	AMTR_s00039p00175330	41	44	1
OS01G0228300	AMTR_s00109p00044680	41	66	1
OS01G0228400	AMTR_s00109p00045690	43	44	1
OS01G0228500	AMTR_s00109p00054230	46	48	1
OS01G0228600	AMTR_s00109p00059250	43	43	0
OS01G0228600	AMTR_s00109p00060180	5	17	0
OS01G0228800	AMTR_s00109p00060590	20	14	1
OS01G0229100	AMTR_s00109p00071210	72	72	1
OS01G0229200	AMTR_s00109p00078110	40	46	1
OS01G0229400	AMTR_s00109p00095870	76	62	1
OS01G0229500	AMTR_s00109p00100310	43	46	1
OS01G0229700	AMTR_s00109p00103350	39	13	1
OS01G0229800	AMTR_s00109p00104440	3	4	1
OS01G0229900	AMTR_s00068p00184270	26	15	1
OS01G0229900	AMTR_s00068p00185430	25	20	1
OS01G0230200	AMTR_s00109p00114170	27	34	1
OS01G0231000	AMTR_s00109p00120700	53	40	1
OS01G0231500	AMTR_s00109p00132970	66	64	1
OS01G0231600	AMTR_s00109p00139910	46	10	1
OS01G0231700	AMTR_s00025p00182570	75	74	1
OS01G0231800	AMTR_s00109p00141330	49	34	1
OS01G0231800	AMTR_s00109p00142250	13	49	1
OS01G0231800	AMTR_s00109p00142690	46	45	1
OS01G0231900	AMTR_s00109p00141330	41	57	1
OS01G0231900	AMTR_s00109p00142250	7	56	1
OS01G0231900	AMTR_s00109p00142690	29	57	1
OS01G0232000	AMTR_s00109p00145020	67	67	1
OS01G0232100	AMTR_s00109p00145020	54	56	1
OS01G0232200	AMTR_s00156p00066850	37	43	1
OS01G0232300	AMTR_s00056p00038090	51	17	1
OS01G0232400	AMTR_s00056p00039790	49	48	1
OS01G0232500	AMTR_s00068p00184270	34	35	1
OS01G0232500	AMTR_s00068p00185430	33	47	1
OS01G0232700	AMTR_s00041p00073060	75	81	1
OS01G0232800	AMTR_s00111p00060530	67	57	0
OS01G0233000	AMTR_s00068p00194800	43	42	1
OS01G0233100	AMTR_s00068p00198800	48	47	1
OS01G0233400	AMTR_s01648p00004570	26	64	1
OS01G0233500	AMTR_s00068p00198800	47	48	1
OS01G0233800	AMTR_s00068p00198560	57	58	1
OS01G0233900	AMTR_s00068p00184270	32	31	1
OS01G0233900	AMTR_s00068p00185430	32	45	1
OS01G0234100	AMTR_s00059p00130960	16	32	1
OS01G0234300	AMTR_s00021p00242180	37	23	0
OS01G0234499	AMTR_s00021p00242180	60	25	0
OS01G0234700	AMTR_s00021p00241150	30	40	1
OS01G0234800	AMTR_s00002p00271790	87	59	1
OS01G0234900	AMTR_s00021p00235650	71	82	1
OS01G0235100	AMTR_s00021p00230830	45	37	0
OS01G0235200	AMTR_s00021p00229230	40	43	0
OS01G0235200	AMTR_s00021p00230010	30	40	0
OS01G0235300	AMTR_s00085p00086860	57	58	1
OS01G0235350	AMTR_s00006p00257300	26	28	1
OS01G0235400	AMTR_s00022p00221050	51	29	1
OS01G0235700	AMTR_s00099p00127980	37	41	1
OS01G0235800	AMTR_s00013p00144130	28	39	1
OS01G0235800	AMTR_s00033p00116200	47	31	1
OS01G0235900	AMTR_s00021p00225580	34	34	1
OS01G0236400	AMTR_s00021p00216340	34	36	1
OS01G0236700	AMTR_s00058p00147810	49	46	1
OS01G0236800	AMTR_s00058p00155330	47	47	1
OS01G0237100	AMTR_s00058p00147520	54	55	1
OS01G0237366	AMTR_s00011p00230840	32	18	1
OS01G0237366	AMTR_s00018p00144420	5	5	1
OS01G0237500	AMTR_s00011p00230840	38	12	1
OS01G0237500	AMTR_s00018p00144420	31	18	1
OS01G0237750	AMTR_s00011p00230840	46	18	1
OS01G0237750	AMTR_s00018p00144420	0	0	1
OS01G0238500	AMTR_s00058p00128130	63	60	1
OS01G0238600	AMTR_s00058p00174410	71	73	0
OS01G0238900	AMTR_s00002p00202190	73	45	1
OS01G0239000	AMTR_s00058p00133630	24	33	0
OS01G0239100	AMTR_s00058p00123590	60	62	0
OS01G0239200	AMTR_s00021p00213260	72	74	1
OS01G0239700	AMTR_s00021p00211960	58	58	1
OS01G0241100	AMTR_s00120p00109410	37	39	1
OS01G0241400	AMTR_s00021p00206280	40	44	1
OS01G0242400	AMTR_s00021p00187850	25	33	1
OS01G0242500	AMTR_s00021p00181480	68	74	0
OS01G0242600	AMTR_s00014p00037550	39	32	1
OS01G0242900	AMTR_s00003p00234550	44	36	1
OS01G0243100	AMTR_s00038p00117280	45	19	1
OS01G0243200	AMTR_s00062p00113860	62	56	1
OS01G0243600	AMTR_s00007p00266290	27	29	1
OS01G0246100	AMTR_s00048p00185950	3	34	0
OS01G0246100	AMTR_s03962p00003160	3	25	0
OS01G0246100	AMTR_s04302p00004220	3	36	0
OS01G0246100	AMTR_s05409p00004420	2	38	0
OS01G0246400	AMTR_s00002p00270470	42	44	0
OS01G0246500	AMTR_s00069p00159620	31	32	1
OS01G0246601	AMTR_s00022p00135580	31	23	1
OS01G0246700	AMTR_s00015p00181570	23	19	1
OS01G0247500	AMTR_s00014p00206750	49	72	1
OS01G0247700	AMTR_s00015p00133310	39	34	1
OS01G0247900	AMTR_s00005p00176760	43	41	1
OS01G0248000	AMTR_s00014p00178050	37	31	0
OS01G0248000	AMTR_s00068p00165220	27	28	0
OS01G0248300	AMTR_s00071p00097550	55	55	0
OS01G0248300	AMTR_s00071p00098340	46	51	0
OS01G0248400	AMTR_s00071p00157830	83	82	1
OS01G0248500	AMTR_s00071p00097550	55	55	0
OS01G0248500	AMTR_s00071p00098340	48	53	0
OS01G0248600	AMTR_s00018p00208330	73	65	1
OS01G0249200	AMTR_s00045p00155350	59	61	0
OS01G0249300	AMTR_s00029p00247020	48	36	1
OS01G0249300	AMTR_s00044p00143900	51	47	1
OS01G0249900	AMTR_s00045p00124580	24	22	1
OS01G0250600	AMTR_s00045p00119230	74	78	1
OS01G0250900	AMTR_s00045p00107050	73	70	1
OS01G0251000	AMTR_s00045p00104390	49	49	1
OS01G0251100	AMTR_s00045p00094390	66	67	0
OS01G0252100	AMTR_s00003p00196730	86	86	1
OS01G0252200	AMTR_s00003p00197710	34	48	1
OS01G0252600	AMTR_s00003p00223820	49	49	1
OS01G0252900	AMTR_s00003p00235660	53	31	1
OS01G0253000	AMTR_s00016p00259140	59	30	1
OS01G0253100	AMTR_s00045p00160070	58	55	1
OS01G0253300	AMTR_s00147p00043750	80	80	0
OS01G0253400	AMTR_s00057p00093030	24	28	1
OS01G0253600	AMTR_s00057p00074460	55	55	0
OS01G0253800	AMTR_s00057p00063220	27	30	1
OS01G0253900	AMTR_s00057p00060720	45	38	1
OS01G0254100	AMTR_s00003p00142040	50	71	1
OS01G0254300	AMTR_s00003p00238240	41	44	1
OS01G0254300	AMTR_s00105p00078750	29	51	1
OS01G0254900	AMTR_s00062p00084940	67	68	1
OS01G0256400	AMTR_s00045p00194200	39	43	1
OS01G0256600	AMTR_s00045p00201530	71	71	1
OS01G0256800	AMTR_s00045p00229710	50	50	0
OS01G0256900	AMTR_s00045p00214370	86	86	1
OS01G0257100	AMTR_s00045p00202280	33	36	1
OS01G0257300	AMTR_s00057p00216330	61	61	1
OS01G0257400	AMTR_s00057p00193570	47	47	1
OS01G0258600	AMTR_s00025p00235170	48	39	1
OS01G0258700	AMTR_s00057p00193570	46	47	1
OS01G0259400	AMTR_s00057p00147160	57	56	1
OS01G0259600	AMTR_s00211p00019770	66	18	1
OS01G0259900	AMTR_s00016p00065680	31	20	1
OS01G0260700	AMTR_s00119p00049510	69	77	1
OS01G0260950	AMTR_s00014p00254440	7	2	1
OS01G0261100	AMTR_s00014p00254440	30	29	1
OS01G0261200	AMTR_s00082p00116910	25	21	1
OS01G0261500	AMTR_s00082p00122660	50	23	1
OS01G0261600	AMTR_s00025p00227680	9	25	1
OS01G0261600	AMTR_s00025p00227780	11	16	1
OS01G0261600	AMTR_s00025p00228010	5	12	1
OS01G0261700	AMTR_s00025p00227680	6	7	1
OS01G0261700	AMTR_s00025p00227780	26	16	1
OS01G0261700	AMTR_s00025p00228010	13	12	1
OS01G0262000	AMTR_s00025p00227680	9	25	1
OS01G0262000	AMTR_s00025p00227780	11	16	1
OS01G0262000	AMTR_s00025p00228010	5	12	1
OS01G0262500	AMTR_s00083p00051470	46	50	1
OS01G0262600	AMTR_s00083p00097530	68	69	1
OS01G0262700	AMTR_s00083p00099710	50	38	1
OS01G0263000	AMTR_s00083p00103910	46	52	1
OS01G0263300	AMTR_s00083p00110830	68	69	1
OS01G0263400	AMTR_s00025p00172020	33	35	1
OS01G0263500	AMTR_s00119p00106510	51	47	1
OS01G0263600	AMTR_s00061p00165040	79	56	1
OS01G0264000	AMTR_s00119p00099150	40	38	1
OS01G0264500	AMTR_s00036p00223480	58	38	1
OS01G0264600	AMTR_s00119p00112700	24	18	1
OS01G0265100	AMTR_s00003p00209290	85	89	0
OS01G0265100	AMTR_s00096p00110370	85	82	0
OS01G0265100	AMTR_s00204p00014880	97	97	0
OS01G0265200	AMTR_s00029p00243130	62	63	1
OS01G0265700	AMTR_s00119p00136700	42	67	0
OS01G0265800	AMTR_s00101p00033020	41	42	1
OS01G0265900	AMTR_s00095p00049480	70	67	1
OS01G0266000	AMTR_s00101p00028940	36	33	1
OS01G0266500	AMTR_s00025p00085740	35	46	1
OS01G0266600	AMTR_s00025p00047830	61	61	1
OS01G0266800	AMTR_s00101p00070940	23	38	0
OS01G0266800	AMTR_s00101p00071870	40	43	0
OS01G0267100	AMTR_s00029p00224260	54	32	1
OS01G0267200	AMTR_s00024p00240890	20	91	0
OS01G0267200	AMTR_s00024p00240910	76	91	0
OS01G0267300	AMTR_s00169p00021870	26	35	1
OS01G0267400	AMTR_s00101p00073580	30	23	1
OS01G0267600	AMTR_s00101p00088850	35	34	1
OS01G0267800	AMTR_s00070p00160180	36	43	1
OS01G0268100	AMTR_s00095p00084980	51	50	1
OS01G0268100	AMTR_s00095p00099600	49	54	1
OS01G0268100	AMTR_s00095p00101800	24	43	1
OS01G0268100	AMTR_s00095p00107410	47	53	1
OS01G0268300	AMTR_s00034p00235670	69	68	0
OS01G0268600	AMTR_s00095p00030610	52	55	0
OS01G0268800	AMTR_s00101p00161760	44	58	1
OS01G0268900	AMTR_s00101p00153160	40	37	1
OS01G0269100	AMTR_s00022p00049680	43	25	1
OS01G0269900	AMTR_s00033p00218160	66	64	1
OS01G0270100	AMTR_s00101p00100170	55	67	1
OS01G0270300	AMTR_s00057p00128320	43	44	1
OS01G0270700	AMTR_s00079p00064290	38	27	1
OS01G0271000	AMTR_s00096p00038270	50	70	1
OS01G0271200	AMTR_s00045p00154250	68	67	1
OS01G0271200	AMTR_s00071p00139790	44	65	1
OS01G0271200	AMTR_s00071p00139920	13	66	1
OS01G0271400	AMTR_s00002p00194810	63	63	0
OS01G0271500	AMTR_s00025p00060820	73	72	1
OS01G0272600	AMTR_s00063p00184060	65	68	0
OS01G0272700	AMTR_s00061p00202530	29	36	0
OS01G0272800	AMTR_s00063p00167020	52	25	1
OS01G0273100	AMTR_s00053p00175140	61	62	0
OS01G0273300	AMTR_s00025p00132420	30	33	1
OS01G0273500	AMTR_s00053p00201040	57	11	1
OS01G0274800	AMTR_s00119p00105590	47	31	0
OS01G0275900	AMTR_s00101p00026570	46	32	1
OS01G0275950	AMTR_s00101p00026570	40	14	1
OS01G0276000	AMTR_s00101p00066400	84	83	1
OS01G0276100	AMTR_s00001p00200380	84	81	1
OS01G0276100	AMTR_s00002p00262880	27	79	1
OS01G0276100	AMTR_s00034p00097160	22	80	1
OS01G0276200	AMTR_s00119p00124540	42	53	1
OS01G0276400	AMTR_s00119p00061920	54	49	0
OS01G0276500	AMTR_s00021p00231680	55	59	1
OS01G0276600	AMTR_s00119p00089020	32	31	0
OS01G0276700	AMTR_s00119p00089160	79	78	0
OS01G0277500	AMTR_s00119p00099150	35	37	1
OS01G0277600	AMTR_s00083p00014540	62	58	1
OS01G0277700	AMTR_s00101p00068840	76	82	1
OS01G0278000	AMTR_s00095p00177830	20	22	1
OS01G0278200	AMTR_s00038p00151410	7	0	1
OS01G0278900	AMTR_s00039p00213540	41	39	1
OS01G0279100	AMTR_s00095p00128730	81	82	0
OS01G0279200	AMTR_s00095p00125060	90	91	1
OS01G0279300	AMTR_s00024p00073390	92	63	0
OS01G0279300	AMTR_s00048p00127800	93	93	0
OS01G0279300	AMTR_s00095p00113890	97	97	0
OS01G0279400	AMTR_s00095p00084980	49	49	1
OS01G0279400	AMTR_s00095p00099600	46	52	1
OS01G0279400	AMTR_s00095p00101800	23	42	1
OS01G0279400	AMTR_s00095p00107410	43	51	1
OS01G0279700	AMTR_s00029p00225980	70	64	1
OS01G0279800	AMTR_s00095p00075330	72	74	1
OS01G0279900	AMTR_s00095p00059370	84	62	1
OS01G0280000	AMTR_s00095p00056830	53	52	1
OS01G0280400	AMTR_s00095p00019470	50	48	0
OS01G0280400	AMTR_s00095p00020800	41	59	0
OS01G0280400	AMTR_s00095p00027730	41	56	0
OS01G0280500	AMTR_s00003p00087480	73	64	0
OS01G0281000	AMTR_s00101p00163380	51	64	1
OS01G0281200	AMTR_s00101p00131830	40	48	1
OS01G0281400	AMTR_s00022p00238440	79	79	0
OS01G0281600	AMTR_s00101p00141190	38	43	0
OS01G0282800	AMTR_s00101p00135960	88	98	0
OS01G0283000	AMTR_s00063p00142620	45	43	1
OS01G0283000	AMTR_s00101p00129070	20	45	1
OS01G0283100	AMTR_s00011p00224870	79	77	1
OS01G0283500	AMTR_s00045p00154580	50	53	1
OS01G0284300	AMTR_s00176p00017140	26	24	0
OS01G0284700	AMTR_s00045p00158000	54	34	1
OS01G0284900	AMTR_s00045p00147920	30	36	1
OS01G0286000	AMTR_s00045p00141720	38	39	1
OS01G0286600	AMTR_s00045p00136510	72	68	1
OS01G0286900	AMTR_s00045p00138400	46	31	0
OS01G0287600	AMTR_s00045p00134660	61	64	1
OS01G0289600	AMTR_s00045p00128140	33	25	1
OS01G0289900	AMTR_s00025p00234540	30	32	1
OS01G0289900	AMTR_s00025p00235120	20	28	1
OS01G0290000	AMTR_s00045p00122510	64	62	1
OS01G0290100	AMTR_s00045p00116700	56	57	1
OS01G0290600	AMTR_s00045p00116700	55	56	1
OS01G0292200	AMTR_s00045p00096970	61	66	1
OS01G0292700	AMTR_s00045p00082190	44	25	1
OS01G0292900	AMTR_s00106p00142470	9	28	1
OS01G0293000	AMTR_s00045p00073480	90	90	0
OS01G0293100	AMTR_s00048p00183690	29	23	1
OS01G0293200	AMTR_s00203p00009790	46	49	0
OS01G0295600	AMTR_s00003p00187190	37	38	1
OS01G0295700	AMTR_s00003p00195190	60	57	1
OS01G0295900	AMTR_s00069p00021300	51	20	1
OS01G0296100	AMTR_s00003p00196730	79	79	1
OS01G0296200	AMTR_s00003p00198650	59	29	1
OS01G0296700	AMTR_s00045p00064060	48	32	0
OS01G0296700	AMTR_s00045p00064880	23	33	0
OS01G0296700	AMTR_s00045p00065150	22	45	0
OS01G0296700	AMTR_s00068p00088730	50	32	0
OS01G0296900	AMTR_s00007p00265320	29	17	1
OS01G0298400	AMTR_s00003p00219710	42	45	1
OS01G0299200	AMTR_s00003p00222920	41	29	1
OS01G0299300	AMTR_s00003p00236080	34	38	0
OS01G0299300	AMTR_s00179p00032420	33	39	0
OS01G0299400	AMTR_s00003p00232520	60	53	1
OS01G0299500	AMTR_s00003p00232740	37	28	1
OS01G0299700	AMTR_s00003p00231040	27	16	1
OS01G0300000	AMTR_s00003p00231040	34	17	1
OS01G0300200	AMTR_s00003p00077760	91	88	1
OS01G0300600	AMTR_s00003p00052150	63	22	1
OS01G0300900	AMTR_s00003p00057130	56	55	1
OS01G0301000	AMTR_s00045p00181820	33	36	1
OS01G0301500	AMTR_s00045p00181820	30	30	1
OS01G0301700	AMTR_s00045p00181820	29	31	1
OS01G0302500	AMTR_s00045p00169620	39	31	1
OS01G0303000	AMTR_s00045p00175560	50	49	0
OS01G0303100	AMTR_s00016p00105840	39	54	0
OS01G0303100	AMTR_s00095p00104690	59	65	0
OS01G0303100	AMTR_s00095p00105100	58	64	0
OS01G0303100	AMTR_s00095p00106000	41	59	0
OS01G0303100	AMTR_s00095p00172710	59	65	0
OS01G0303100	AMTR_s00111p00033060	58	65	0
OS01G0303200	AMTR_s00008p00155920	62	57	1
OS01G0303300	AMTR_s02234p00007680	41	50	1
OS01G0303800	AMTR_s00003p00027540	52	61	1
OS01G0303800	AMTR_s00003p00028670	32	64	1
OS01G0304000	AMTR_s00003p00034600	83	81	0
OS01G0304000	AMTR_s03807p00002720	83	81	0
OS01G0304100	AMTR_s00092p00043650	76	60	0
OS01G0304300	AMTR_s00044p00106410	51	48	1
OS01G0304400	AMTR_s00057p00042010	29	31	1
OS01G0305200	AMTR_s00057p00050780	48	42	1
OS01G0305900	AMTR_s00005p00268890	29	34	0
OS01G0306200	AMTR_s00057p00084630	33	26	1
OS01G0306200	AMTR_s00079p00164570	30	29	1
OS01G0306800	AMTR_s00046p00227230	51	61	1
OS01G0306900	AMTR_s00057p00105740	34	45	0
OS01G0307686	AMTR_s00073p00188940	8	14	1
OS01G0307686	AMTR_s00116p00046640	20	23	1
OS01G0308600	AMTR_s00057p00113710	28	36	1
OS01G0309800	AMTR_s00003p00147000	31	30	1
OS01G0310100	AMTR_s00003p00244050	39	41	1
OS01G0311500	AMTR_s00003p00241010	55	56	1
OS01G0311600	AMTR_s00065p00160860	22	39	1
OS01G0311600	AMTR_s00065p00162050	29	31	1
OS01G0311600	AMTR_s00065p00162460	33	36	1
OS01G0311600	AMTR_s00065p00163610	30	37	1
OS01G0311600	AMTR_s02674p00003980	32	43	1
OS01G0311800	AMTR_s00038p00046180	53	56	1
OS01G0312500	AMTR_s00003p00120050	64	51	0
OS01G0312800	AMTR_s00003p00121890	49	65	0
OS01G0314100	AMTR_s00045p00193660	53	52	1
OS01G0314300	AMTR_s00045p00191930	87	77	1
OS01G0315600	AMTR_s00057p00221720	50	24	1
OS01G0315700	AMTR_s00057p00221720	38	15	1
OS01G0315800	AMTR_s00057p00223540	73	70	0
OS01G0316100	AMTR_s00025p00148550	40	45	1
OS01G0316500	AMTR_s00045p00230960	37	36	1
OS01G0316600	AMTR_s00013p00217480	34	15	1
OS01G0316900	AMTR_s00006p00038830	24	15	1
OS01G0316900	AMTR_s00022p00240520	23	14	1
OS01G0317500	AMTR_s00148p00015200	55	44	1
OS01G0317800	AMTR_s00148p00014950	43	65	1
OS01G0317800	AMTR_s00175p00065840	64	64	1
OS01G0318000	AMTR_s00148p00014950	48	37	1
OS01G0318000	AMTR_s00175p00065840	49	25	1
OS01G0318400	AMTR_s00040p00233180	25	9	1
OS01G0318700	AMTR_s00003p00150920	66	27	0
OS01G0319000	AMTR_s00009p00240510	9	46	0
OS01G0319000	AMTR_s00045p00148030	50	47	0
OS01G0321300	AMTR_s00045p00116920	66	31	0
OS01G0321700	AMTR_s00024p00173280	64	54	1
OS01G0321800	AMTR_s00045p00111810	50	50	1
OS01G0322300	AMTR_s00064p00191050	62	21	1
OS01G0322300	AMTR_s00102p00015990	64	22	1
OS01G0322800	AMTR_s00069p00133460	86	87	0
OS01G0323000	AMTR_s00045p00079270	67	74	1
OS01G0323100	AMTR_s00045p00078520	70	72	1
OS01G0323300	AMTR_s00045p00074390	47	50	0
OS01G0326000	AMTR_s00045p00065690	46	47	1
OS01G0326000	AMTR_s00045p00066730	47	48	1
OS01G0327100	AMTR_s00045p00065690	46	47	1
OS01G0327100	AMTR_s00045p00066730	48	48	1
OS01G0327400	AMTR_s00045p00065690	53	53	1
OS01G0327400	AMTR_s00045p00066730	54	54	1
OS01G0327600	AMTR_s00045p00031750	53	52	1
OS01G0328400	AMTR_s00017p00094950	92	91	1
OS01G0328500	AMTR_s00003p00193350	51	50	1
OS01G0328600	AMTR_s00003p00193130	27	22	1
OS01G0328700	AMTR_s00014p00243510	78	77	1
OS01G0328700	AMTR_s00064p00129240	78	78	1
OS01G0328900	AMTR_s00003p00196180	54	50	1
OS01G0329300	AMTR_s00003p00197210	36	57	1
OS01G0329400	AMTR_s00003p00207590	67	68	1
OS01G0329800	AMTR_s00096p00085490	22	21	1
