Gene stable ID	Oryza sativa Indica gene stable ID	% identity	Oryza sativa Indica % identity	Orthology confidence [0 low, 1 high]
OS01G0203400	BGIOSGA002960	95	95	0
OS01G0203800	BGIOSGA002168	99	100	1
OS01G0204000	BGIOSGA002167	100	100	1
OS01G0205100	BGIOSGA002964	100	100	1
OS01G0205300	BGIOSGA002966	100	100	1
OS01G0205500	BGIOSGA002967	100	100	1
OS01G0205600	BGIOSGA002968	100	100	1
OS01G0205700	BGIOSGA002161	100	58	1
OS01G0205900	BGIOSGA002969	98	88	1
OS01G0206200	BGIOSGA002160	100	100	1
OS01G0206300	BGIOSGA002970	100	100	1
OS01G0206600	BGIOSGA002971	100	100	1
OS01G0206700	BGIOSGA002159	100	100	1
OS01G0206800	BGIOSGA002158	99	100	1
OS01G0207200	BGIOSGA002157	100	100	1
OS01G0207400	BGIOSGA002155	100	44	1
OS01G0207600	BGIOSGA002154	84	84	1
OS01G0207700	BGIOSGA002973	81	56	1
OS01G0207900	BGIOSGA002974	89	88	1
OS01G0208000	BGIOSGA002974	2	1	1
OS01G0208400	BGIOSGA002152	100	100	0
OS01G0208600	BGIOSGA002977	63	100	1
OS01G0208700	BGIOSGA002978	99	94	1
OS01G0209000	BGIOSGA002979	100	100	1
OS01G0209200	BGIOSGA002981	86	76	1
OS01G0209400	BGIOSGA002151	99	96	1
OS01G0209500	BGIOSGA002150	33	4	0
OS01G0209700	BGIOSGA002149	90	87	1
OS01G0209800	BGIOSGA002148	100	100	1
OS01G0210200	BGIOSGA002147	100	100	1
OS01G0210300	BGIOSGA002983	99	100	0
OS01G0210400	BGIOSGA002146	97	99	1
OS01G0210500	BGIOSGA002145	100	100	1
OS01G0210600	BGIOSGA002144	99	99	1
OS01G0210700	BGIOSGA002143	100	94	1
OS01G0210800	BGIOSGA002984	86	30	0
OS01G0210900	BGIOSGA002142	100	100	1
OS01G0211000	BGIOSGA002141	98	100	1
OS01G0211200	BGIOSGA002140	100	100	1
OS01G0211600	BGIOSGA002138	94	74	1
OS01G0211800	BGIOSGA002137	71	71	0
OS01G0212100	BGIOSGA002985	91	100	1
OS01G0212400	BGIOSGA002986	100	100	1
OS01G0212500	BGIOSGA002134	93	88	0
OS01G0212700	BGIOSGA002133	69	97	1
OS01G0213100	BGIOSGA002130	46	77	1
OS01G0213300	BGIOSGA002989	100	100	1
OS01G0213400	BGIOSGA002129	84	84	0
OS01G0213800	BGIOSGA002128	98	98	1
OS01G0214200	BGIOSGA002127	99	99	1
OS01G0214300	BGIOSGA002990	93	30	1
OS01G0214400	BGIOSGA002991	96	66	0
OS01G0214500	BGIOSGA002992	100	100	1
OS01G0214600	BGIOSGA002993	83	73	0
OS01G0214800	BGIOSGA002994	100	100	1
OS01G0215100	BGIOSGA002996	90	26	1
OS01G0215500	BGIOSGA002998	80	64	1
OS01G0215700	BGIOSGA002999	99	100	1
OS01G0216000	BGIOSGA003000	97	97	1
OS01G0216400	BGIOSGA003002	100	100	1
OS01G0216500	BGIOSGA003003	100	91	1
OS01G0216900	BGIOSGA003005	83	84	1
OS01G0217000	BGIOSGA002123	100	100	1
OS01G0217400	BGIOSGA002121	76	39	0
OS01G0217500	BGIOSGA003008	74	96	1
OS01G0217500	BGIOSGA003009	25	100	1
OS01G0217800	BGIOSGA003011	98	97	1
OS01G0218100	BGIOSGA003013	100	100	1
OS01G0218200	BGIOSGA003014	86	96	1
OS01G0218500	BGIOSGA003015	63	99	0
OS01G0218700	BGIOSGA002120	92	90	1
OS01G0218800	BGIOSGA002119	100	100	1
OS01G0218900	BGIOSGA002118	100	100	1
OS01G0219000	BGIOSGA003016	38	61	1
OS01G0219100	BGIOSGA003017	100	100	1
OS01G0219200	BGIOSGA003018	93	100	1
OS01G0219300	BGIOSGA003019	88	98	1
OS01G0219500	BGIOSGA003020	80	82	0
OS01G0219600	BGIOSGA002117	93	93	1
OS01G0220100	BGIOSGA002115	100	100	1
OS01G0220200	BGIOSGA002114	83	25	0
OS01G0220300	BGIOSGA003021	99	81	0
OS01G0220500	BGIOSGA002112	29	34	0
OS01G0220700	BGIOSGA002110	35	22	0
OS01G0221100	BGIOSGA002109	91	69	0
OS01G0221300	BGIOSGA002108	86	99	1
OS01G0221400	BGIOSGA003022	100	100	1
OS01G0221600	BGIOSGA003025	99	99	0
OS01G0221700	BGIOSGA003026	95	86	1
OS01G0221900	BGIOSGA002107	93	27	1
OS01G0222300	BGIOSGA002106	99	38	0
OS01G0222500	BGIOSGA002105	100	100	1
OS01G0222600	BGIOSGA002104	100	100	1
OS01G0222700	BGIOSGA002103	99	66	1
OS01G0222800	BGIOSGA003027	38	38	1
OS01G0222900	BGIOSGA003029	63	34	1
OS01G0223000	BGIOSGA002102	95	92	1
OS01G0223200	BGIOSGA002101	95	95	1
OS01G0223600	BGIOSGA002099	97	74	0
OS01G0223700	BGIOSGA002098	62	48	1
OS01G0223900	BGIOSGA003031	100	100	0
OS01G0224000	BGIOSGA002096	58	100	1
OS01G0224100	BGIOSGA003032	93	99	1
OS01G0224200	BGIOSGA002095	99	99	1
OS01G0224300	BGIOSGA003033	100	100	1
OS01G0224400	BGIOSGA003034	67	17	0
OS01G0224500	BGIOSGA002094	99	99	1
OS01G0224700	BGIOSGA003035	100	100	0
OS01G0225000	BGIOSGA002093	75	100	1
OS01G0225100	BGIOSGA003036	92	44	1
OS01G0225200	BGIOSGA003037	40	14	0
OS01G0225300	BGIOSGA003038	97	54	1
OS01G0225400	BGIOSGA002092	100	38	1
OS01G0225500	BGIOSGA002091	100	100	1
OS01G0225600	BGIOSGA002090	67	99	0
OS01G0226300	BGIOSGA003040	99	63	1
OS01G0226400	BGIOSGA002089	100	100	1
OS01G0226500	BGIOSGA003041	99	99	1
OS01G0226600	BGIOSGA003042	100	90	1
OS01G0226700	BGIOSGA003043	99	64	1
OS01G0227100	BGIOSGA003046	100	100	1
OS01G0227200	BGIOSGA003047	98	98	1
OS01G0227300	BGIOSGA003048	100	100	1
OS01G0227500	BGIOSGA003050	100	100	1
OS01G0227700	BGIOSGA003051	60	98	1
OS01G0227800	BGIOSGA003054	96	96	1
OS01G0228300	BGIOSGA002083	100	100	1
OS01G0228400	BGIOSGA003055	33	99	1
OS01G0228500	BGIOSGA002082	95	96	1
OS01G0228600	BGIOSGA002081	99	67	1
OS01G0228800	BGIOSGA002087	19	97	1
OS01G0229100	BGIOSGA002079	97	96	0
OS01G0229200	BGIOSGA003061	100	99	1
OS01G0229300	BGIOSGA003062	99	93	1
OS01G0229400	BGIOSGA002078	91	59	0
OS01G0229500	BGIOSGA003063	100	100	1
OS01G0229800	BGIOSGA002076	88	38	0
OS01G0229900	BGIOSGA010054	69	60	1
OS01G0230200	BGIOSGA002074	97	98	1
OS01G0230700	BGIOSGA003066	89	56	1
OS01G0231000	BGIOSGA003067	100	100	1
OS01G0231500	BGIOSGA003070	100	100	1
OS01G0231600	BGIOSGA003071	87	18	0
OS01G0231700	BGIOSGA002073	100	100	1
OS01G0231900	BGIOSGA003072	96	68	1
OS01G0232000	BGIOSGA003073	93	89	1
OS01G0232100	BGIOSGA003074	91	100	1
OS01G0232200	BGIOSGA002072	99	92	1
OS01G0232300	BGIOSGA003075	72	27	0
OS01G0232400	BGIOSGA003076	99	99	1
OS01G0232500	BGIOSGA003077	100	94	1
OS01G0232700	BGIOSGA003078	100	100	0
OS01G0232800	BGIOSGA002068	96	86	0
OS01G0233000	BGIOSGA002067	100	100	1
OS01G0233400	BGIOSGA003079	100	100	1
OS01G0233500	BGIOSGA002064	98	98	0
OS01G0233800	BGIOSGA003082	78	80	0
OS01G0233900	BGIOSGA002063	87	81	1
OS01G0234100	BGIOSGA003083	99	99	1
OS01G0234200	BGIOSGA002062	96	99	1
OS01G0234300	BGIOSGA003085	98	61	1
OS01G0234499	BGIOSGA003085	96	39	1
OS01G0234700	BGIOSGA003086	97	75	1
OS01G0234800	BGIOSGA002060	99	64	1
OS01G0234850	BGIOSGA002059	97	78	1
OS01G0234900	BGIOSGA002058	35	100	1
OS01G0235100	BGIOSGA003087	89	88	0
OS01G0235200	BGIOSGA002056	82	100	1
OS01G0235300	BGIOSGA003088	100	100	0
OS01G0235400	BGIOSGA002054	100	32	0
OS01G0235500	BGIOSGA003089	100	100	1
OS01G0235700	BGIOSGA015604	99	100	1
OS01G0235800	BGIOSGA003090	94	61	0
OS01G0235900	BGIOSGA003091	99	99	1
OS01G0236000	BGIOSGA003092	100	100	1
OS01G0236300	BGIOSGA003093	100	100	0
OS01G0236400	BGIOSGA003094	100	100	1
OS01G0236700	BGIOSGA003095	92	99	0
OS01G0236800	BGIOSGA002052	70	100	1
OS01G0237000	BGIOSGA003096	99	99	1
OS01G0237000	BGIOSGA003097	100	100	1
OS01G0237100	BGIOSGA002051	100	100	1
OS01G0237366	BGIOSGA002049	98	98	1
OS01G0237500	BGIOSGA002046	0	0	1
OS01G0237750	BGIOSGA002046	98	98	1
OS01G0238200	BGIOSGA002045	100	100	1
OS01G0238500	BGIOSGA003099	100	100	1
OS01G0238600	BGIOSGA003100	99	99	1
OS01G0238700	BGIOSGA003101	99	99	0
OS01G0238800	BGIOSGA002041	97	98	1
OS01G0238900	BGIOSGA003098	32	97	1
OS01G0238900	BGIOSGA003102	97	59	1
OS01G0239000	BGIOSGA002040	70	98	1
OS01G0239100	BGIOSGA003104	100	100	1
OS01G0239200	BGIOSGA002038	78	94	0
OS01G0239300	BGIOSGA003105	96	99	1
OS01G0239700	BGIOSGA003109	100	100	1
OS01G0240600	BGIOSGA003114	93	65	1
OS01G0240600	BGIOSGA003119	93	65	1
OS01G0240700	BGIOSGA003115	95	95	0
OS01G0241000	BGIOSGA003117	100	100	1
OS01G0241100	BGIOSGA002029	99	99	0
OS01G0241400	BGIOSGA003118	93	100	1
OS01G0242200	BGIOSGA003122	86	72	0
OS01G0242300	BGIOSGA003123	99	93	0
OS01G0242400	BGIOSGA003124	100	100	1
OS01G0242500	BGIOSGA002028	100	100	0
OS01G0242600	BGIOSGA002027	100	100	1
OS01G0242900	BGIOSGA003125	90	65	1
OS01G0243000	BGIOSGA002024	99	87	1
OS01G0243200	BGIOSGA002022	99	85	1
OS01G0243600	BGIOSGA002020	52	71	1
OS01G0243700	BGIOSGA002019	100	100	1
OS01G0243800	BGIOSGA020140	70	26	1
OS01G0244000	BGIOSGA002017	94	99	1
OS01G0244400	BGIOSGA002015	85	98	1
OS01G0245000	BGIOSGA002013	64	43	1
OS01G0245532	BGIOSGA002011	99	99	1
OS01G0245600	BGIOSGA003128	91	96	0
OS01G0245700	BGIOSGA002010	95	81	0
OS01G0245901	BGIOSGA002010	93	80	0
OS01G0246100	BGIOSGA002008	98	90	1
OS01G0246200	BGIOSGA001296	25	78	0
OS01G0246400	BGIOSGA003133	99	99	1
OS01G0246500	BGIOSGA002005	88	78	1
OS01G0246601	BGIOSGA002004	54	64	1
OS01G0246700	BGIOSGA003134	99	69	0
OS01G0247500	BGIOSGA002003	99	99	1
OS01G0247600	BGIOSGA003136	40	65	0
OS01G0247700	BGIOSGA002002	84	78	0
OS01G0247900	BGIOSGA002001	98	98	1
OS01G0248000	BGIOSGA002000	100	100	1
OS01G0248300	BGIOSGA003137	99	99	1
OS01G0248400	BGIOSGA003138	100	94	1
OS01G0248500	BGIOSGA001997	98	98	1
OS01G0248500	BGIOSGA001998	39	97	1
OS01G0248500	BGIOSGA001999	59	95	1
OS01G0248600	BGIOSGA001996	98	92	0
OS01G0248701	BGIOSGA003143	75	100	1
OS01G0248900	BGIOSGA001994	100	100	1
OS01G0249100	BGIOSGA001993	100	85	1
OS01G0249200	BGIOSGA001992	100	100	0
OS01G0249300	BGIOSGA001991	99	99	0
OS01G0249700	BGIOSGA003150	93	98	1
OS01G0249800	BGIOSGA003147	75	87	0
OS01G0250600	BGIOSGA003148	99	99	0
OS01G0250900	BGIOSGA003152	95	91	0
OS01G0251000	BGIOSGA003153	100	100	1
OS01G0251100	BGIOSGA003154	100	100	1
OS01G0251200	BGIOSGA003155	83	82	0
OS01G0251400	BGIOSGA001985	97	97	1
OS01G0252100	BGIOSGA003157	100	100	1
OS01G0252200	BGIOSGA003158	100	100	1
OS01G0252300	BGIOSGA001984	99	99	1
OS01G0252600	BGIOSGA003160	100	100	1
OS01G0252900	BGIOSGA001983	36	93	1
OS01G0253200	BGIOSGA003165	61	99	1
OS01G0253300	BGIOSGA003166	100	100	1
OS01G0253400	BGIOSGA001981	98	100	1
OS01G0253500	BGIOSGA003167	46	97	1
OS01G0253800	BGIOSGA001979	96	51	1
OS01G0253900	BGIOSGA003169	100	93	1
OS01G0254000	BGIOSGA001978	100	100	1
OS01G0254100	BGIOSGA001977	99	100	1
OS01G0254200	BGIOSGA001976	100	100	1
OS01G0254300	BGIOSGA001975	93	97	1
OS01G0254400	BGIOSGA003170	99	99	1
OS01G0254850	BGIOSGA001974	44	98	1
OS01G0254900	BGIOSGA001973	100	100	1
OS01G0255000	BGIOSGA003172	45	77	1
OS01G0255000	BGIOSGA003173	53	59	1
OS01G0255100	BGIOSGA003174	91	88	1
OS01G0255700	BGIOSGA003176	99	89	1
OS01G0256300	BGIOSGA001970	53	72	1
OS01G0256500	BGIOSGA001967	100	100	1
OS01G0256500	BGIOSGA014353	95	95	1
OS01G0256600	BGIOSGA014352	99	99	0
OS01G0256800	BGIOSGA001966	80	99	1
OS01G0256900	BGIOSGA001965	99	99	1
OS01G0257100	BGIOSGA001964	99	99	1
OS01G0257300	BGIOSGA001961	98	98	1
OS01G0257300	BGIOSGA001963	100	100	1
OS01G0257400	BGIOSGA001962	80	97	1
OS01G0258700	BGIOSGA001959	68	99	0
OS01G0259200	BGIOSGA003184	92	92	0
OS01G0259400	BGIOSGA001956	99	99	0
OS01G0259600	BGIOSGA001955	97	27	0
OS01G0259900	BGIOSGA003185	90	86	1
OS01G0260500	BGIOSGA003188	95	58	0
OS01G0260700	BGIOSGA003191	100	100	0
OS01G0260800	BGIOSGA003192	98	98	1
OS01G0261100	BGIOSGA003193	100	100	1
OS01G0261200	BGIOSGA001951	99	99	1
OS01G0261500	BGIOSGA003194	86	41	0
OS01G0261700	BGIOSGA001950	72	28	0
OS01G0262500	BGIOSGA003197	100	94	1
OS01G0262600	BGIOSGA001949	100	100	1
OS01G0262700	BGIOSGA003198	98	75	1
OS01G0263000	BGIOSGA001948	100	100	1
OS01G0263300	BGIOSGA003201	100	99	1
OS01G0263500	BGIOSGA003202	100	100	1
OS01G0263600	BGIOSGA003203	94	78	1
OS01G0264000	BGIOSGA001946	88	87	1
OS01G0264100	BGIOSGA003207	9	5	1
OS01G0264400	BGIOSGA003205	100	100	1
OS01G0264500	BGIOSGA003206	100	100	1
OS01G0264700	BGIOSGA001941	99	91	1
OS01G0265000	BGIOSGA003209	64	100	0
OS01G0265100	BGIOSGA001940	99	83	1
OS01G0265200	BGIOSGA001939	67	77	0
OS01G0265200	BGIOSGA001942	45	57	0
OS01G0265700	BGIOSGA001937	100	100	1
OS01G0265800	BGIOSGA001936	100	100	1
OS01G0265900	BGIOSGA001935	100	80	1
OS01G0266000	BGIOSGA003211	100	100	1
OS01G0266100	BGIOSGA003212	100	100	1
OS01G0266400	BGIOSGA003214	99	99	1
OS01G0266400	BGIOSGA003215	100	100	1
OS01G0266500	BGIOSGA001931	100	90	1
OS01G0266600	BGIOSGA001930	70	48	1
OS01G0266800	BGIOSGA001929	93	92	0
OS01G0267100	BGIOSGA003217	99	100	1
OS01G0267200	BGIOSGA003218	100	100	1
OS01G0267300	BGIOSGA003219	100	100	1
OS01G0267400	BGIOSGA001928	86	69	1
OS01G0267600	BGIOSGA001927	95	95	1
OS01G0267800	BGIOSGA003221	70	93	1
OS01G0267900	BGIOSGA001926	100	100	1
OS01G0268100	BGIOSGA001925	100	100	1
OS01G0268300	BGIOSGA003224	84	95	1
OS01G0268600	BGIOSGA003226	61	93	1
OS01G0268600	BGIOSGA003229	27	79	1
OS01G0268600	BGIOSGA026050	9	30	1
OS01G0268700	BGIOSGA001924	46	91	0
OS01G0268800	BGIOSGA003227	100	92	1
OS01G0268900	BGIOSGA003228	100	100	1
OS01G0269000	BGIOSGA001923	100	100	1
OS01G0269100	BGIOSGA001922	73	49	1
OS01G0269500	BGIOSGA003232	0	0	1
OS01G0269800	BGIOSGA003231	97	57	1
OS01G0269900	BGIOSGA001919	100	100	1
OS01G0270300	BGIOSGA003233	100	100	1
OS01G0270700	BGIOSGA003234	89	81	1
OS01G0271000	BGIOSGA003235	100	100	1
OS01G0271200	BGIOSGA001915	100	100	1
OS01G0271400	BGIOSGA001914	74	78	0
OS01G0271500	BGIOSGA003236	100	100	1
OS01G0271700	BGIOSGA001913	91	56	1
OS01G0272600	BGIOSGA003238	55	97	1
OS01G0272700	BGIOSGA001911	83	83	1
OS01G0272800	BGIOSGA001910	100	50	1
OS01G0273000	BGIOSGA001909	100	100	1
OS01G0273100	BGIOSGA003240	70	99	1
OS01G0273300	BGIOSGA003241	100	100	1
OS01G0273500	BGIOSGA003242	77	22	1
OS01G0273800	BGIOSGA003244	53	99	1
OS01G0273800	BGIOSGA003245	44	100	1
OS01G0273900	BGIOSGA014485	2	4	1
OS01G0274100	BGIOSGA003247	99	99	1
OS01G0274500	BGIOSGA003248	100	100	1
OS01G0274800	BGIOSGA001907	64	59	1
OS01G0275200	BGIOSGA001906	43	29	0
OS01G0275600	BGIOSGA001905	96	100	1
OS01G0275900	BGIOSGA001904	84	58	0
OS01G0275950	BGIOSGA001904	84	29	0
OS01G0276000	BGIOSGA001903	100	100	1
OS01G0276100	BGIOSGA003249	89	89	1
OS01G0276200	BGIOSGA001902	62	77	1
OS01G0276300	BGIOSGA003250	100	100	1
OS01G0276400	BGIOSGA001900	100	87	1
OS01G0276500	BGIOSGA001899	100	100	1
OS01G0276600	BGIOSGA003251	82	82	0
OS01G0276700	BGIOSGA001898	100	98	1
OS01G0276800	BGIOSGA001897	100	100	1
OS01G0276900	BGIOSGA001896	95	77	0
OS01G0277500	BGIOSGA003252	88	100	1
OS01G0277600	BGIOSGA001895	82	100	1
OS01G0277700	BGIOSGA003253	99	99	0
OS01G0278000	BGIOSGA001894	79	95	0
OS01G0278200	BGIOSGA001893	95	5	1
OS01G0278200	BGIOSGA010242	0	0	1
OS01G0278600	BGIOSGA003256	98	71	1
OS01G0278900	BGIOSGA003257	100	100	1
OS01G0278950	BGIOSGA003258	99	100	1
OS01G0279000	BGIOSGA003259	82	94	0
OS01G0279100	BGIOSGA003260	90	97	1
OS01G0279200	BGIOSGA003261	100	100	1
OS01G0279300	BGIOSGA003262	99	99	1
OS01G0279400	BGIOSGA001892	92	93	0
OS01G0279700	BGIOSGA003264	100	100	1
OS01G0279800	BGIOSGA001890	100	100	1
OS01G0279900	BGIOSGA003265	95	84	1
OS01G0280000	BGIOSGA001889	96	76	0
OS01G0280400	BGIOSGA003268	99	99	1
OS01G0280500	BGIOSGA001888	96	100	0
OS01G0281000	BGIOSGA003269	92	99	1
OS01G0281100	BGIOSGA001887	88	66	1
OS01G0281200	BGIOSGA001886	99	99	1
OS01G0281301	BGIOSGA001885	100	100	1
OS01G0281400	BGIOSGA001884	100	100	1
OS01G0281600	BGIOSGA001883	100	100	1
OS01G0282800	BGIOSGA001879	100	100	1
OS01G0283000	BGIOSGA001878	99	99	1
OS01G0283100	BGIOSGA003276	100	100	1
OS01G0283300	BGIOSGA003277	95	100	1
OS01G0283400	BGIOSGA003278	100	100	1
OS01G0283500	BGIOSGA001877	99	100	1
OS01G0283600	BGIOSGA003279	99	99	1
OS01G0283700	BGIOSGA003282	99	99	1
OS01G0284300	BGIOSGA003284	80	80	0
OS01G0284500	BGIOSGA001876	100	100	1
OS01G0284700	BGIOSGA003286	98	66	1
OS01G0284900	BGIOSGA001875	100	98	1
OS01G0285200	BGIOSGA003288	49	47	1
OS01G0285300	BGIOSGA001872	100	100	1
OS01G0286000	BGIOSGA003289	85	100	1
OS01G0286100	BGIOSGA001870	87	91	1
OS01G0286600	BGIOSGA003290	99	99	1
OS01G0286900	BGIOSGA003292	83	47	0
OS01G0287600	BGIOSGA001867	100	100	1
OS01G0287700	BGIOSGA001866	54	41	1
OS01G0288200	BGIOSGA001865	100	100	0
OS01G0288800	BGIOSGA001864	99	99	1
OS01G0289100	BGIOSGA001863	100	100	1
OS01G0289600	BGIOSGA003306	17	21	0
OS01G0289900	BGIOSGA001862	85	86	0
OS01G0289950	BGIOSGA015894	43	70	1
OS01G0290000	BGIOSGA001860	100	100	1
OS01G0290100	BGIOSGA001859	99	90	1
OS01G0290600	BGIOSGA003309	41	78	1
OS01G0290600	BGIOSGA003310	35	62	1
OS01G0291500	BGIOSGA001853	90	96	1
OS01G0292700	BGIOSGA003312	96	67	0
OS01G0292900	BGIOSGA003313	100	100	1
OS01G0293000	BGIOSGA001851	53	100	1
OS01G0293100	BGIOSGA001849	54	97	1
OS01G0293100	BGIOSGA001850	36	99	1
OS01G0293200	BGIOSGA003314	99	90	1
OS01G0293900	BGIOSGA001844	30	52	0
OS01G0294500	BGIOSGA001841	90	90	1
OS01G0294700	BGIOSGA001845	96	96	1
OS01G0295600	BGIOSGA001840	82	80	0
OS01G0295700	BGIOSGA001839	100	100	1
OS01G0296000	BGIOSGA001838	85	37	0
OS01G0296100	BGIOSGA003317	100	100	1
OS01G0296200	BGIOSGA002759	71	63	1
OS01G0297700	BGIOSGA003321	91	92	0
OS01G0298301	BGIOSGA001834	66	74	1
OS01G0298500	BGIOSGA035832	26	52	1
OS01G0299200	BGIOSGA003326	97	71	1
OS01G0299300	BGIOSGA001830	86	97	1
OS01G0299400	BGIOSGA003328	100	100	1
OS01G0299500	BGIOSGA001829	71	84	1
OS01G0299700	BGIOSGA001822	90	74	1
OS01G0300000	BGIOSGA001821	100	100	1
OS01G0300200	BGIOSGA001820	100	100	1
OS01G0300600	BGIOSGA001819	100	35	1
OS01G0301000	BGIOSGA001818	97	97	1
OS01G0301500	BGIOSGA001817	100	100	1
OS01G0301700	BGIOSGA001816	100	100	0
OS01G0302100	BGIOSGA003336	89	63	1
OS01G0302250	BGIOSGA001814	100	83	1
OS01G0302500	BGIOSGA003337	51	91	0
OS01G0302500	BGIOSGA003338	37	100	0
OS01G0303000	BGIOSGA001812	99	99	1
OS01G0303200	BGIOSGA003339	100	100	1
OS01G0303300	BGIOSGA001811	100	100	1
OS01G0303600	BGIOSGA001810	100	100	1
OS01G0303800	BGIOSGA003340	99	99	1
OS01G0304000	BGIOSGA001808	100	100	1
OS01G0304100	BGIOSGA001807	97	82	1
OS01G0304200	BGIOSGA006904	68	34	1
OS01G0304300	BGIOSGA003341	100	97	1
OS01G0304400	BGIOSGA003342	100	100	1
OS01G0304500	BGIOSGA030125	45	24	0
OS01G0305200	BGIOSGA003344	72	63	0
OS01G0305900	BGIOSGA003345	99	99	1
OS01G0306100	BGIOSGA001804	97	100	1
OS01G0306200	BGIOSGA001803	100	100	1
OS01G0306400	BGIOSGA003346	86	92	1
OS01G0306800	BGIOSGA003349	100	93	1
OS01G0306900	BGIOSGA001801	100	96	1
OS01G0307500	BGIOSGA001800	99	99	0
OS01G0307562	BGIOSGA038637	0	0	1
OS01G0307686	BGIOSGA010984	27	29	0
OS01G0308300	BGIOSGA012346	100	100	1
OS01G0308600	BGIOSGA010982	99	99	0
OS01G0308700	BGIOSGA009150	17	17	1
OS01G0309100	BGIOSGA003350	97	99	1
OS01G0309800	BGIOSGA003351	100	100	1
OS01G0309900	BGIOSGA003352	100	100	1
OS01G0310500	BGIOSGA003354	85	66	0
OS01G0310800	BGIOSGA004476	19	18	0
OS01G0310800	BGIOSGA025737	10	18	0
OS01G0310800	BGIOSGA025739	9	12	0
OS01G0310800	BGIOSGA025740	11	20	0
OS01G0310800	BGIOSGA029482	11	16	0
OS01G0311100	BGIOSGA003357	93	93	1
OS01G0311400	BGIOSGA003358	88	68	1
OS01G0311500	BGIOSGA003359	100	100	1
OS01G0311600	BGIOSGA001798	99	99	1
OS01G0311700	BGIOSGA003360	99	99	1
OS01G0311800	BGIOSGA001797	93	100	1
OS01G0312500	BGIOSGA003361	94	72	1
OS01G0312800	BGIOSGA003363	100	98	1
OS01G0313300	BGIOSGA003364	99	99	1
OS01G0314000	BGIOSGA001794	95	99	1
OS01G0314100	BGIOSGA001793	99	99	1
OS01G0314300	BGIOSGA001792	100	100	1
OS01G0314800	BGIOSGA001791	100	100	1
OS01G0315600	BGIOSGA003369	66	30	1
OS01G0315700	BGIOSGA003369	100	37	1
OS01G0315800	BGIOSGA001789	47	93	1
OS01G0315800	BGIOSGA001790	51	100	1
OS01G0316100	BGIOSGA001788	73	99	1
OS01G0316500	BGIOSGA001787	50	100	1
OS01G0316600	BGIOSGA003370	47	13	0
OS01G0316900	BGIOSGA003372	94	37	0
OS01G0317800	BGIOSGA003375	70	89	1
OS01G0318000	BGIOSGA003376	69	92	1
OS01G0318400	BGIOSGA013102	6	4	0
OS01G0318700	BGIOSGA003379	88	36	1
OS01G0319000	BGIOSGA003380	97	97	1
OS01G0319400	BGIOSGA001786	97	100	1
OS01G0320400	BGIOSGA001780	99	99	1
OS01G0321300	BGIOSGA001785	64	31	0
OS01G0321500	BGIOSGA001784	2	2	1
OS01G0321700	BGIOSGA001783	98	92	1
OS01G0321800	BGIOSGA003386	100	100	1
OS01G0321900	BGIOSGA001779	97	94	1
OS01G0322300	BGIOSGA001775	100	100	1
OS01G0322800	BGIOSGA001776	100	100	1
OS01G0323000	BGIOSGA003388	97	97	0
OS01G0323100	BGIOSGA001774	100	100	1
OS01G0323300	BGIOSGA003390	99	99	1
OS01G0323500	BGIOSGA001772	100	100	1
OS01G0323600	BGIOSGA001769	53	100	1
OS01G0324400	BGIOSGA001765	5	7	0
OS01G0326000	BGIOSGA003395	99	99	1
OS01G0326100	BGIOSGA003396	74	93	1
OS01G0326300	BGIOSGA003397	60	99	1
OS01G0327100	BGIOSGA003401	93	94	1
OS01G0327400	BGIOSGA003402	97	97	1
OS01G0327500	BGIOSGA001762	100	100	1
OS01G0327600	BGIOSGA001761	26	93	1
OS01G0327900	BGIOSGA001755	93	89	1
OS01G0328400	BGIOSGA001753	100	100	1
OS01G0328500	BGIOSGA003405	98	85	1
OS01G0328600	BGIOSGA003406	82	55	0
OS01G0328700	BGIOSGA001752	85	91	1
OS01G0328900	BGIOSGA001750	88	96	1
OS01G0329000	BGIOSGA001749	44	95	1
OS01G0329300	BGIOSGA003408	94	91	1
OS01G0329400	BGIOSGA001747	99	99	1
OS01G0329800	BGIOSGA003409	92	95	0
OS01G0329900	BGIOSGA003410	96	100	1
OS01G0330200	BGIOSGA001744	88	95	1
OS01G0331100	BGIOSGA003415	68	78	0
OS01G0331900	BGIOSGA003417	100	100	1
OS01G0332100	BGIOSGA003418	99	100	1
OS01G0332200	BGIOSGA001742	59	89	1
OS01G0332500	BGIOSGA003419	76	99	1
OS01G0332800	BGIOSGA001740	100	100	1
OS01G0332900	BGIOSGA001739	80	39	1
OS01G0333600	BGIOSGA003423	94	97	1
OS01G0333600	BGIOSGA040668	57	100	1
OS01G0335600	BGIOSGA003427	95	32	0
OS01G0335700	BGIOSGA001734	100	100	1
OS01G0337100	BGIOSGA003428	94	67	0
OS01G0337500	BGIOSGA003430	88	97	1
OS01G0337600	BGIOSGA001731	86	96	0
OS01G0337700	BGIOSGA003431	100	100	1
OS01G0337900	BGIOSGA003432	95	95	0
OS01G0338000	BGIOSGA003433	99	99	1
OS01G0338100	BGIOSGA003434	99	100	1
OS01G0338200	BGIOSGA003435	99	99	1
OS01G0338600	BGIOSGA001730	100	99	1
OS01G0339500	BGIOSGA001729	87	70	0
OS01G0339900	BGIOSGA003439	100	100	1
OS01G0340100	BGIOSGA003441	100	100	1
